Student Tag,Enrollment Term,Subject,Entry Teacher Tag,Exit Teacher Tag,Q1 (Before),Q1 (After),Q1 (Change),Q2 (Before),Q2 (After),Q2 (Change),Q3 (Before),Q3 (After),Q3 (Change),Q4 (Before),Q4 (After),Q4 (Change),Q5 (Before),Q5 (After),Q5 (Change),Q6 (Before),Q6 (After),Q6( Change),Q7 (Before),Q7 (After),Q7 (Change),Q8 (Before),Q8 (After),Q8 (Change),Q9 (Before),Q9 (After),Q9 (Change),Q10 (Before),Q10 (After),Q10 (Change),Q11 (Before),Q11 (After),Q11 (Change),Q12 (Before),Q12 (After),Q12 (Change),Q13 (Before),Q13 (After),Q13 (Change),Q14 (Before),Q14 (After),Q14 (Change),Q15 (Before),Q15 (After),Q15 (Change),Q16 (Before),Q16 (After),Q16 (Change),Q17 (Before),Q17 (After),Q17 (Change),Q18 (Assigned Text Read Completely),Q19 (Chinese Translation),Q20 (Time/RJ),Q21 (Time/reading),Q22 (% Lecture),Q23 (% tutorial participation),Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Sex,"Phy (1: normal, 2:mainland)","Chem(1: normal, 2:mainland)","Bio(1: normal, 2:mainland)",Com Sci,Inter Sci,Eng Lit,Chin Lit,"History(1: normal, 2:mainland)",Chin History,Ethics & RS,Music,Visual Art,Econ,"Geog(1: normal, 2:mainland)",Politics_Mainland,Language,English Proficiency,Year of Study,Faculty,Term GPA,Grade,cGPA (After),cGPA (Before),First GEF?,"ScienceSubject (Phy,Chem,Bio,InterSci,CombSci)","HumanitiesSub (ChinHist, Hist, ChinLit, EngLit, RS, Politics)",Micro-modules,Micro-modules_No_a,Micro-modules_No_b,Micro-modules_No_c,Micro-modules_No_d,Micro-modules_No_e,Micro-modules_No_f,Micro-modules_No_g
1086,1617T1,UNFN,12,12,5,5,0,4,5,1,5,4,-1,5,4,-1,4,5,1,5,5,0,5,5,0,5,5,0,4,4,0,5,5,0,5,5,0,5,4,-1,5,4,-1,5,4,-1,4,4,0,4,4,0,4,4,0,8 to 9,2 to 3,3 to <6,1 to <2,1-20%,81-100%,4,4,4,4,4,4,4,4,4,4,4,4,F,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 5 or above,2,BAF,2.94,B-,3.01,3.04,No,2,0,0,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK
1087,1617T1,UNFN,2,2,4,4,0,4,4,0,3,4,1,3,4,1,2,4,2,3,3,0,3,3,0,3,3,0,3,3,0,3,4,1,3,4,1,3,4,1,4,4,0,4,4,0,4,4,0,5,4,-1,5,4,-1,4 to 5,6 to 7,10 to <15,3 to <4,41-60%,81-100%,4,4,4,3,4,4,4,4,4,4,4,3,F,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,2,BAF,2.79,B,2.84,2.87,No,0,2,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
1088,1617T1,UNFN,11,11,5,4,-1,4,4,0,5,4,-1,5,5,0,5,5,0,5,5,0,6,4,-2,6,5,-1,5,5,0,5,4,-1,5,5,0,5,5,0,4,5,1,5,5,0,6,5,-1,5,5,0,5,5,0,4 to 5,0 to 1,3 to <6,1 to <2,21-40%,21-40%,2,2,4,3,3,3,4,3,4,4,4,4,M,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,,Cantonese,DSE 5 or above,2,ART,2.88,D+,2.91,2.92,No,2,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,1
1089,1617T1,UNFN,13,13,4,5,1,5,6,1,5,5,0,4,5,1,2,2,0,4,3,-1,4,6,2,3,6,3,3,4,1,3,5,2,3,5,2,4,6,2,3,5,2,4,5,1,5,5,0,5,5,0,5,4,-1,4 to 5,6 to 7,6 to <10,2 to <3,21-40%,81-100%,3,4,4,2,4,4,5,5,4,4,4,2,M,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,2,SSF,2.68,B,2.99,3.15,No,3,0,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
1091,1617T1,UNFN,2,2,4,5,1,4,5,1,4,5,1,4,5,1,3,5,2,4,5,1,4,5,1,4,5,1,3,5,2,3,5,2,3,5,2,3,5,2,3,5,2,4,5,1,4,5,1,4,5,1,4,5,1,8 to 9,8 to 9,3 to <6,3 to <4,81-100%,81-100%,5,5,5,5,5,5,5,5,5,5,5,5,M,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 5 or above,2,BAF,3.08,B+,3.14,3.17,No,0,0,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
1093,1617T1,UNFN,10,10,4,5,1,5,5,0,4,4,0,5,5,0,4,4,0,5,5,0,6,6,0,6,6,0,6,6,0,6,6,0,5,6,1,5,5,0,NA,6,#VALUE!,NA,6,#VALUE!,4,5,1,5,6,1,5,5,0,2 to 3,8 to 9,1 to <3,1 to <2,61-80%,1-20%,4,5,5,3,5,3,5,5,5,5,5,3,F,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 4 or below,2,SCF,3.12,B-,3.04,2.99,No,2,0,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
1094,1617T1,UNFN,2,2,3,5,2,4,5,1,4,4,0,4,5,1,2,3,1,2,3,1,2,4,2,3,4,1,2,5,3,2,5,3,4,5,1,3,5,2,4,5,1,5,5,0,4,5,1,4,5,1,4,5,1,8 to 9,8 to 9,3 to <6,2 to <3,81-100%,81-100%,3,4,4,4,4,5,4,3,4,4,3,2,F,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 4 or below,2,BAF,3.12,B+,3.14,3.14,No,0,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
1097,1617T1,UNFN,7,7,4,5,1,5,6,1,4,4,0,4,4,0,3,3,0,3,4,1,4,5,1,4,5,1,3,5,2,3,4,1,4,5,1,5,4,-1,4,4,0,4,4,0,4,4,0,4,5,1,4,4,0,8 to 9,8 to 9,6 to <10,2 to <3,81-100%,81-100%,4,3,5,4,4,4,4,5,3,4,4,2,F,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,Others,2,ART,3.21,B+,3.27,3.30,No,0,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
1098,1617T1,UNFN,10,10,6,5,-1,5,5,0,2,3,1,4,6,2,1,1,0,2,2,0,1,2,1,3,4,1,2,4,2,2,4,2,3,5,2,2,5,3,3,3,0,3,4,1,3,5,2,4,5,1,5,5,0,0 to 1,10 to 11,less than 1,less than 1,61-80%,81-100%,5,5,5,4,5,3,4,4,4,5,5,3,M,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 4 or below,2,ENF,2.96,C+,2.69,2.54,No,0,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
1099,1617T1,UNFN,10,10,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,5,4,-1,6,5,-1,1,4,3,4,4,0,3,4,1,4,4,0,4,4,0,5,4,-1,5,4,-1,4,4,0,5,5,0,10 to 11,0 to 1,3 to <6,1 to <2,61-80%,81-100%,3,4,4,3,4,4,4,4,4,4,4,4,M,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,2,SSF,3.27,B,3.40,3.46,No,3,0,0,1,1,BLANK,BLANK,1,BLANK,BLANK
1100,1617T1,UNFN,1,1,5,5,0,5,5,0,5,5,0,5,5,0,4,3,-1,4,3,-1,4,3,-1,5,4,-1,3,4,1,3,4,1,3,4,1,3,4,1,3,4,1,3,4,1,4,5,1,5,5,0,4,4,0,8 to 9,8 to 9,3 to <6,1 to <2,81-100%,81-100%,3,4,4,3,4,3,4,4,4,4,4,3,M,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,2,MED,3.33,B+,3.34,3.35,No,2,0,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,1
1101,1617T1,UNFN,1,1,5,4,-1,6,4,-2,5,4,-1,4,4,0,3,3,0,4,3,-1,6,2,-4,6,6,0,4,3,-1,5,5,0,5,4,-1,5,5,0,6,4,-2,6,6,0,6,4,-2,6,6,0,6,6,0,4 to 5,0 to 1,3 to <6,1 to <2,21-40%,21-40%,1,2,4,2,4,4,4,4,5,4,4,2,F,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 4 or below,2,MED,2.88,B-,3.40,3.65,No,2,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
1103,1617T1,UNFN,7,7,5,4,-1,4,5,1,5,4,-1,5,4,-1,4,5,1,4,5,1,5,5,0,4,4,0,4,5,1,4,5,1,4,5,1,4,5,1,4,4,0,5,4,-1,4,4,0,5,4,-1,5,4,-1,4 to 5,0 to 1,3 to <6,1 to <2,1-20%,81-100%,4,4,4,2,4,4,4,4,4,4,4,2,F,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,,Cantonese,DSE 5 or above,2,SSF,2.93,B,2.83,2.78,No,1,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
1105,1617T1,UNFN,13,13,4,5,1,5,5,0,5,5,0,4,5,1,4,3,-1,4,4,0,4,4,0,4,4,0,3,4,1,4,4,0,3,4,1,4,4,0,4,4,0,4,5,1,4,5,1,5,5,0,5,5,0,2 to 3,4 to 5,6 to <10,2 to <3,61-80%,81-100%,3,4,4,3,4,4,4,4,4,3,4,3,M,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 4 or below,2,MED,3.05,B,2.94,2.89,No,2,0,0,BLANK,BLANK,BLANK,1,BLANK,BLANK,BLANK
1106,1617T1,UNFN,2,11,4,5,1,4,5,1,4,5,1,3,4,1,3,3,0,4,4,0,4,4,0,5,5,0,5,5,0,5,5,0,5,5,0,4,5,1,5,5,0,5,4,-1,5,5,0,5,5,0,1,2,1,10 to 11,10 to 11,3 to <6,2 to <3,81-100%,81-100%,1,1,3,4,3,4,2,2,NA,NA,4,4,M,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 4 or below,2,SCF,3.17,A-,2.63,2.36,No,3,0,0,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK
1108,1617T1,UNFN,7,7,3,5,2,5,5,0,4,5,1,3,5,2,2,5,3,3,5,2,3,5,2,4,5,1,3,5,2,3,5,2,3,5,2,3,5,2,3,5,2,5,5,0,4,5,1,4,5,1,6,5,-1,6 to 7,6 to 7,6 to <10,3 to <4,41-60%,81-100%,4,4,4,3,4,4,4,4,4,4,4,4,M,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,1,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 4 or below,2,ART,2.23,C,2.33,2.39,No,0,2,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
1109,1617T1,UNFN,2,2,5,4,-1,5,5,0,5,4,-1,5,5,0,4,4,0,3,3,0,3,3,0,3,4,1,4,4,0,4,4,0,3,4,1,4,4,0,4,4,0,4,5,1,4,4,0,4,5,1,5,5,0,8 to 9,2 to 3,6 to <10,3 to <4,41-60%,61-80%,4,4,4,3,4,4,3,3,4,4,4,4,F,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,1,,Cantonese,DSE 4 or below,2,SSF,2.94,C,2.69,2.59,No,0,2,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
1110,1617T1,UNFN,13,13,3,5,2,3,5,2,4,4,0,3,4,1,3,4,1,2,4,2,2,5,3,3,5,2,1,5,4,2,5,3,2,4,2,2,4,2,2,4,2,4,4,0,2,4,2,4,5,1,3,4,1,8 to 9,0 to 1,3 to <6,2 to <3,61-80%,81-100%,3,4,4,2,4,5,4,4,4,4,3,2,F,BLANK,1,BLANK,BLANK,BLANK,BLANK,1,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,2,SSF,3.12,B+,3.36,3.47,No,1,2,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
1112,1617T1,UNFN,11,11,5,5,0,5,5,0,5,4,-1,3,4,1,3,4,1,4,5,1,5,5,0,5,5,0,4,4,0,4,5,1,5,5,0,5,5,0,5,5,0,5,5,0,4,5,1,5,5,0,4,5,1,10 to 11,10 to 11,3 to <6,3 to <4,81-100%,81-100%,4,4,5,5,4,4,4,4,3,4,4,BLANK,F,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Putonghua,DSE 4 or below,2,SCF,3.00,B,2.71,2.56,No,2,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
1113,1617T1,UNFN,2,2,4,6,2,6,6,0,4,6,2,5,6,1,3,4,1,3,5,2,5,5,0,6,5,-1,3,4,1,3,5,2,6,5,-1,5,5,0,3,5,2,3,5,2,3,5,2,5,5,0,5,5,0,6 to 7,2 to 3,1 to <3,1 to <2,1-20%,81-100%,4,5,5,3,3,4,5,5,5,5,5,2,M,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,2,MED,3.10,B,3.13,3.14,No,2,0,0,BLANK,1,BLANK,BLANK,1,BLANK,1
1114,1617T1,UNFN,10,10,4,5,1,5,5,0,4,5,1,4,4,0,3,4,1,4,4,0,5,4,-1,4,4,0,3,4,1,4,5,1,4,5,1,4,5,1,4,5,1,4,5,1,4,5,1,5,4,-1,4,3,-1,0 to 1,6 to 7,1 to <3,1 to <2,21-40%,81-100%,2,3,4,2,4,4,4,4,4,4,4,4,M,1,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 4 or below,2,SCF,3.60,B+,3.43,3.35,No,2,0,0,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK
1117,1617T1,UNFN,11,11,3,4,1,3,4,1,3,4,1,3,4,1,3,3,0,4,4,0,3,4,1,3,5,2,3,4,1,3,4,1,3,4,1,4,4,0,3,4,1,4,4,0,3,4,1,3,5,2,3,5,2,8 to 9,4 to 5,10 to <15,1 to <2,41-60%,81-100%,3,3,4,4,4,4,4,4,4,4,4,4,M,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 4 or below,2,SCF,2.68,B-,2.77,2.81,Double,2,0,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
1119,1617T1,UNFN,1,1,3,4,1,4,4,0,5,3,-2,5,4,-1,2,3,1,2,3,1,3,3,0,3,3,0,2,3,1,2,3,1,2,3,1,2,3,1,3,3,0,4,4,0,3,4,1,4,4,0,5,4,-1,8 to 9,8 to 9,6 to <10,2 to <3,61-80%,61-80%,4,5,4,2,4,4,4,4,4,4,3,1,M,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 4 or below,2,EDU,2.72,B-,2.55,2.47,No,0,0,0,1,BLANK,1,BLANK,BLANK,BLANK,BLANK
1122,1617T1,UNFN,2,2,5,5,0,5,5,0,5,5,0,4,5,1,4,5,1,4,5,1,4,5,1,4,5,1,3,5,2,3,5,2,3,5,2,4,5,1,4,5,1,4,5,1,4,5,1,4,4,0,4,4,0,8 to 9,2 to 3,3 to <6,3 to <4,81-100%,81-100%,3,4,4,4,3,4,4,4,4,4,4,3,F,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 5 or above,2,SSF,3.45,A-,3.32,3.25,No,1,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
1123,1617T1,UNFN,2,2,4,5,1,5,6,1,4,4,0,3,4,1,4,4,0,5,5,0,6,6,0,6,6,0,4,5,1,4,5,1,5,5,0,6,5,-1,4,6,2,4,5,1,4,5,1,6,6,0,4,5,1,4 to 5,4 to 5,6 to <10,2 to <3,81-100%,61-80%,4,4,5,5,3,4,3,4,2,4,4,4,F,BLANK,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 4 or below,2,ENF,2.73,B-,2.95,3.05,No,1,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
1124,1617T1,UNFN,11,11,4,4,0,4,4,0,3,4,1,3,4,1,4,5,1,4,5,1,4,5,1,4,5,1,3,5,2,3,5,2,3,5,2,3,4,1,3,4,1,4,4,0,3,5,2,4,5,1,3,4,1,6 to 7,4 to 5,3 to <6,1 to <2,21-40%,81-100%,3,3,3,4,3,4,4,3,3,4,4,4,M,1,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK,,Cantonese,DSE 4 or below,2,ENF,2.79,B-,2.66,2.59,No,2,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
1125,1617T1,UNFN,13,13,4,5,1,3,5,2,4,5,1,4,4,0,3,4,1,3,4,1,3,4,1,4,5,1,3,4,1,3,5,2,3,5,2,4,5,1,4,5,1,4,5,1,3,5,2,3,5,2,4,5,1,6 to 7,6 to 7,3 to <6,1 to <2,21-40%,81-100%,4,4,4,4,4,4,3,4,4,4,4,4,F,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,,Cantonese,DSE 4 or below,2,MED,2.88,B,2.91,2.92,No,2,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
1128,1617T1,UNFN,13,13,4,6,2,5,6,1,4,5,1,5,5,0,4,6,2,4,6,2,3,5,2,5,6,1,4,6,2,3,6,3,3,6,3,4,6,2,3,6,3,4,6,2,4,6,2,4,6,2,4,6,2,10 to 11,6 to 7,1 to <3,1 to <2,61-80%,81-100%,3,5,5,4,5,5,4,5,5,5,4,4,F,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 5 or above,2,SSF,3.74,A,3.66,3.62,No,2,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
1129,1617T1,UNFN,10,10,4,5,1,4,5,1,4,5,1,4,5,1,4,5,1,5,5,0,5,6,1,5,6,1,3,6,3,4,5,1,4,6,2,4,5,1,4,5,1,4,5,1,4,5,1,4,6,2,4,6,2,8 to 9,0 to 1,3 to <6,1 to <2,81-100%,81-100%,4,4,4,3,4,NA,5,5,5,5,5,5,M,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 4 or below,2,SCF,2.85,A-,2.48,2.27,No,2,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
1130,1617T1,UNFN,7,7,4,4,0,5,5,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0,5,4,-1,4,4,0,5,4,-1,4,4,0,4,4,0,4,4,0,4,5,1,4,4,0,4,5,1,4,4,0,10 to 11,8 to 9,6 to <10,3 to <4,81-100%,81-100%,4,4,4,4,4,4,4,4,4,5,4,4,F,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 5 or above,2,BAF,3.27,B,3.27,3.27,No,1,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
1131,1617T1,UNFN,7,7,4,5,1,5,5,0,5,4,-1,5,4,-1,3,4,1,4,4,0,4,4,0,5,5,0,2,5,3,2,5,3,3,5,2,3,5,2,4,5,1,5,5,0,4,5,1,4,5,1,3,4,1,8 to 9,8 to 9,6 to <10,3 to <4,81-100%,81-100%,3,4,4,2,3,3,3,3,3,3,4,3,M,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,2,SSF,3.49,B+,3.41,3.37,No,2,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
1132,1617T1,UNFN,10,10,3,6,3,6,6,0,2,6,4,2,6,4,4,6,2,1,6,5,3,6,3,6,6,0,2,6,4,2,6,4,6,6,0,2,6,4,3,6,3,3,6,3,3,6,3,3,6,3,4,6,2,10 to 11,0 to 1,3 to <6,3 to <4,81-100%,81-100%,5,3,1,1,1,NA,1,1,1,1,1,NA,M,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,,Cantonese,DSE 5 or above,2,SLAW,3.48,A,3.53,3.57,No,2,0,0,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1
1133,1617T1,UNFN,7,7,4,4,0,5,5,0,3,4,1,3,4,1,3,4,1,4,4,0,5,5,0,5,4,-1,3,4,1,4,4,0,3,4,1,3,4,1,3,4,1,4,4,0,3,4,1,5,5,0,4,4,0,6 to 7,0 to 1,3 to <6,less than 1,81-100%,81-100%,4,4,5,3,4,4,4,4,4,4,5,4,M,BLANK,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Others,DSE 5 or above,2,SCF,3.35,B,3.41,3.45,No,2,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
1134,1617T1,UNFN,2,2,5,5,0,5,5,0,5,5,0,4,5,1,4,3,-1,4,3,-1,5,5,0,5,5,0,4,5,1,4,5,1,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,8 to 9,4 to 5,3 to <6,2 to <3,41-60%,81-100%,4,4,4,3,4,4,4,4,4,4,4,4,F,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 4 or below,2,SCF,2.92,B+,2.80,2.75,No,1,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
1135,1617T1,UNFN,10,10,4,5,1,4,6,2,4,5,1,3,4,1,3,4,1,2,4,2,2,5,3,3,5,2,2,5,3,2,4,2,2,4,2,2,5,3,3,5,2,4,5,1,3,4,1,4,5,1,4,4,0,6 to 7,8 to 9,3 to <6,4 to <5,61-80%,81-100%,3,4,4,3,3,3,3,3,4,4,4,3,F,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 5 or above,2,ART,3.28,B,3.31,3.32,No,0,1,0,BLANK,1,BLANK,BLANK,1,BLANK,BLANK
1137,1617T1,UNFN,1,1,5,5,0,6,6,0,5,5,0,4,5,1,5,6,1,5,6,1,5,5,0,6,6,0,5,5,0,4,5,1,5,5,0,4,5,1,4,4,0,5,5,0,4,5,1,6,6,0,4,1,-3,10 to 11,0 to 1,3 to <6,1 to <2,61-80%,81-100%,3,5,4,3,4,3,4,4,4,3,4,2,M,1,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 5 or above,2,ENF,3.23,A-,3.30,3.34,No,3,0,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
1139,1617T1,UNFN,10,10,5,5,0,5,4,-1,5,5,0,5,5,0,4,3,-1,5,4,-1,5,5,0,5,6,1,4,5,1,5,5,0,5,5,0,5,5,0,5,5,0,6,4,-2,6,5,-1,6,5,-1,5,5,0,8 to 9,0 to 1,3 to <6,2 to <3,81-100%,81-100%,4,5,4,2,4,4,4,4,4,4,3,3,M,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,,Cantonese,DSE 5 or above,2,BAF,3.50,A,3.53,3.54,No,2,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
1142,1617T1,UNFN,13,13,3,5,2,4,5,1,6,5,-1,5,5,0,2,5,3,3,5,2,5,5,0,5,5,0,2,5,3,2,5,3,3,5,2,3,5,2,3,5,2,3,5,2,4,5,1,4,5,1,4,5,1,10 to 11,4 to 5,6 to <10,more than 5,81-100%,81-100%,4,4,4,4,4,4,4,4,4,4,4,4,M,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,1,,Cantonese,DSE 4 or below,2,ART,3.64,A,3.62,3.61,No,0,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
1143,1617T1,UNFN,13,13,4,5,1,4,5,1,5,6,1,4,6,2,4,4,0,4,5,1,4,5,1,5,5,0,4,5,1,4,4,0,5,5,0,5,5,0,5,5,0,4,6,2,5,5,0,4,6,2,5,6,1,4 to 5,6 to 7,1 to <3,1 to <2,61-80%,81-100%,4,4,4,4,4,5,5,4,4,5,4,4,M,1,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 4 or below,2,BASCI,3.75,A-,3.72,3.70,No,2,0,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
1144,1617T1,UNFN,13,13,4,4,0,6,5,-1,4,3,-1,2,3,1,3,2,-1,4,4,0,4,5,1,4,5,1,3,4,1,3,4,1,3,4,1,3,4,1,4,3,-1,4,3,-1,3,3,0,5,5,0,4,4,0,6 to 7,6 to 7,1 to <3,1 to <2,81-100%,81-100%,3,4,4,3,4,4,4,4,4,4,4,3,M,BLANK,1,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,,Cantonese,DSE 4 or below,2,ENF,2.99,B-,2.97,2.97,No,2,0,0,BLANK,BLANK,BLANK,BLANK,1,BLANK,BLANK
